,title,description,rating,year,tags,cover
10886,Kimi no Uta ga Aru,"After a very public (and humiliating) break-up with her last boyfriend, things couldn't get any worse for 18 year old Emiko. Things start looking up however, when a good-looking guy stops her in the middle of the street to offer her tickets to an upcoming rock concert. As it turns out, he's just one of three brothers from the Kanita family: Gaku - 18, Youji - 19, and Masaki - 23. A chance encounter with his older brother, Youji, leads to a whirlwind romance. He's impulsive, hot-headed, and even a bit self-centered, but she finds his frankness, though brutal at times, refreshing and she ends up falling for him....HARD. An unexpected turn comes her way however when it's revealed that Youji and Yuri, a close friend of hers from back in middle school, knew each other long before she met Youji. They don't seem to get along at all----what happened between them?",4.0,1996.0,"['Drama', 'Romance', 'Shoujo', 'Slice of Life']",https://cdn.anime-planet.com/manga/primary/kimi-no-uta-ga-aru-1-190x271.jpg?t=1625909351
10887,Mahochuu!,"Airu is a clumsy and scatter brained girl. She was looking forward to a flowery middle school life, but due to her being from a 'family of witches,' she was admitted instead to Mahoraba Academy. In a strange school without any friends, the lonely Airu encounters strange people who use a special power called Maho...!? A magical school life begins!",4.0,2010.0,"['Fantasy', 'Shoujo', 'Magic', 'Magic School', 'School Life']",https://cdn.anime-planet.com/manga/primary/mahochuu-1-190x300.jpg?t=1625909557
10888,Star Wars Manga Silver,This entry currently doesn't have a synopsis. Check back soon!,4.0,2005.0,"['Action', 'Adventure', 'Sci Fi', 'Based on a Movie']",https://cdn.anime-planet.com/manga/primary/star-wars-manga-silver-1-190x268.jpg?t=1625910213
10889,Deadman,"Deadman is an intriguing story from the author of ""Golden Boy"" and ""Be Free!"". It's about vampires and the story is loaded with mystery and suspense. Mature and graphic content are present in the story and are a key element of the story which will make you think about human existence and about our behavior...",4.0,1998.0,"['Drama', 'Horror', 'Seinen', 'Non-Human Protagonists', 'Psychological', 'School Life', 'Supernatural', 'Vampires', 'Explicit Sex']",https://cdn.anime-planet.com/manga/primary/deadman-1-190x271.jpg?t=1625911826
10890,Someday's Dreamers: Summer Skies,"Suzuki Sora is a cheerful country girl from the small town of Bie. She made a promise to her father, and following this promise applies and is accepted for a magic intership in Tokyo, where she will face the life in a big city. While training to get better with her magic, she meets a mysterious boy also practicing to become a mage. While he can not use magic that well and he seems distant and cold at first, Sora's fate intertwines with his and the two are thrown together, learning a lot of new things about life and each other.",4.0,2008.0,"['Drama', 'Romance', 'Shounen', 'Supernatural', 'Adapted to Anime']",https://cdn.anime-planet.com/manga/primary/somedays-dreamers-summer-skies-1-190x274.jpg?t=1625912244
10891,BlazBlue,"The boy who had everything taken away by the Novus Orbis Librarium which monopolizes power and governs humanity, obtains absolute power and declares war against the world. The story behind the possessor of the Azure Grimoire, the ""Grim Reaper"" Ragna the Bloodedge's battle begins!",4.0,2013.0,"['Action', 'Drama', 'Fantasy', 'Sci Fi', 'Shounen', 'Based on a Video Game']",https://cdn.anime-planet.com/manga/primary/blazblue-1-190x269.jpg?t=1625913349
10892,Innocent Noise,Includes the following chapters:,4.0,2013.0,"['Drama', 'GL', 'Romance', 'Slice of Life', 'Yuri', 'Collections', 'Music', 'Mature Themes', 'Physical Abuse', 'Sexual Abuse']",https://cdn.anime-planet.com/manga/primary/innocent-noise-1-190x270.jpg?t=1625916309
10893,My Room is a Dungeon Rest Stop (Light Novel),"2LDK apartment in the Tokyo metropolitan area, for rent with only 30.000 Yen. Crap! I have been lured by the cheap price and made a contract to live in the property. Yeah, as expected it was a shitty property. No Ghost came out but a Slime and a Goblin…. also a Female Knight came out. Although I just want to start a peaceful life alone. A Female Knight, a Mage, and a Thief frequented my room. Dungeons are a dangerous place to conquer by those girls. I spread traps made by the items that were bought from a discount store.",4.0,2017.0,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Harem', 'Light Novels', 'Slice of Life', 'Dungeon', 'Isekai', 'Person in a Strange World', 'Reverse Isekai', 'Based on a Web Novel']",https://cdn.anime-planet.com/manga/primary/my-room-is-a-dungeon-rest-stop-light-novel-1-190x281.jpg?t=1625916879
10894,Dying Hour,"When the wearer of the cursed ring dies, another person of the curse-bearer's choosing is dragged with them. An old woman was given this ring by her mother and has been passed down through many generations. Now, as she lies in her deathbed, a girl appears before her and asks who she will choose.",4.0,2017.0,"['GL', 'One Shot', 'Shoujo-ai', 'Aging', 'Curse', 'Supernatural']",https://cdn.anime-planet.com/manga/primary/dying-hour-1-190x275.jpg?t=1625917246
10895,BL Manga no Imouto x Shoujo Manga no Ani,Daily life through the lenses of a fujoshi little sister and a yumedanshi elder brother.,4.0,2019.0,"['Comedy', 'Slice of Life', 'Fujoshi', 'School Life', 'Siblings', 'Based on a Doujinshi']",https://cdn.anime-planet.com/manga/primary/bl-manga-no-imouto-x-shoujo-manga-no-ani-1-190x271.jpg?t=1625922034
10896,"Ashita, Watashi wa Dareka no Kanojo","Once a week, Yuki becomes ""someone's"" girlfriend. She works for a ""fake girlfriend"" service, where she pretends to be the perfect girlfriend... for a price. But her newest customer, Souta, doesn't seem to understand the boundary between business and romance. As they interact more and more, a distorted relationship grows between the broken pair. A bitter love story depicting the realities of love between female college students who earn money through sugar daddies and escort services, and the men attracted to them.",4.0,2019.0,"['Drama', 'Romance', 'Adult Couples', 'Mature Romance']",https://cdn.anime-planet.com/manga/primary/ashita-watashi-wa-dareka-no-kanojo-1-190x270.jpg?t=1625922081
10897,Her Majesty's Dog,"Amane has a unique power: if she knows someone's true name, she can control his or her spirit. Because of her unusual stoic attitude and suboptimal social skills, she is seen as creepy by her peers and has a hard time making friends. The only ""person"" she really talks to is actually her guardian in disguise: Hyoue, a dog-demon, who feeds off of humans' life energy. Amane ""feeds"" him by kissing him in public, which doesn't with help her public image. Amane and Hyoue must keep their powers a secret while fighting the evil spirits they encounter.",4.0,2000.0,"['Comedy', 'Romance', 'Shoujo', 'School Life', 'Supernatural']",https://cdn.anime-planet.com/manga/primary/her-majestys-dog-1-190x281.jpg?t=1625907597
10898,Deor,"The young prince Deor is an outcast in his own land. Born without the ability to use magius – a rare condition that marks him as an incompetent -- he relies on his intelligence and tenacity to prove wrong to those who believe he is not fit for crown. However, with deadly demons and conspiracies threatening the very existence of humanity, Deor must protect the very kingdom which ridiculed him. Will he be able to defeat the demons and secure his position as king?",4.0,2019.0,"['Fantasy', 'OEL', 'Webtoons', 'Demons', 'Full Color', 'Royalty']",https://cdn.anime-planet.com/manga/primary/deor-1-190x268.jpg?t=1625922701
10899,Monster Tamer (Light Novel),"One thousand Japanese high school students are suddenly thrust into an unfamiliar world rife with dangerous monsters. Their survival becomes dependent on those who awaken to unexplainable powers. Majima Takahiro, a normal second-year student, does not get any such power. Instead, he joins the majority of students building the homestead. But when a group of empowered students revolt, Takahiro is left wandering the forest on the verge of death. Having lost all faith in humanity, he finds salvation from an unlikely source: monsters!",4.0,2014.0,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Light Novels', 'Romance', 'Cheats', 'Dark Fantasy', 'Isekai', 'Magic', 'Monster Girls', 'Monsters', 'Person in a Strange World', 'Mature Themes', 'Based on a Web Novel']",https://cdn.anime-planet.com/manga/primary/monster-tamer-light-novel-1-190x270.jpg?t=1625913532
10900,Mahou Gyoushounin Roma,"Roma is a mysterious girl that is on a mission to collect “human greed” through the use of various magical objects that have unique powers. When humans use these magical items to satisfy their own personal emotions, such as love, their greed level increases and Roma is able to steal their excess greed.The people that use Roma’s objects seem to always let their greed destroy themselves, putting themselves in a worse situation than before.",4.0,2009.0,"['Drama', 'Shounen', 'Magic', 'Psychological', 'School Life', 'Supernatural']",https://cdn.anime-planet.com/manga/primary/mahou-gyoushounin-roma-1-190x296.jpg?t=1625910837
10901,Kumanishi Bijutsubu: Rough Sketch-senpai,The secret art club activities of a delinquent girl and the boy who will make her his masterpiece.,4.0,2016.0,"['Comedy', 'Ecchi', 'Romance', 'Shounen', 'Art', 'Gyaru', 'School Club', 'School Life', 'Nudity']",https://cdn.anime-planet.com/manga/primary/kumanishi-bijutsubu-rough-sketch-senpai-1-190x284.jpg?t=1643786883
10902,Virtual World: Close Combat Mage,"Parallel World, the latest holographic online game, has been officially released in recent days. Gu Fei, a sports teacher, intended to play the game as a Fighter. After he logged into the game with the account sent by his student Ah Fa, Gu Fei found that he just became the last character he wanted to be, a Mage.",4.0,2016.0,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Manhua', 'Full Color', 'Martial Arts', 'MMORPG', 'Based on a Web Novel']",https://cdn.anime-planet.com/manga/primary/virtual-world-close-combat-mage-1-190x266.jpg?t=1625921562
10903,Record of Lodoss War: The Lady of Pharis,"Flaus is a savage warrior fire maiden who leaves her evil master to live a life of her own amid the demons and vampires of Lodoss. She meets Wort and Beld, who join her quest to find the legendary King Fahn. They journey to Allania where they are tested to the limit in defending Lodoss from the horned Beast and the powerful witch Mana!",4.0,1994.0,"['Action', 'Adventure', 'Fantasy', 'Shounen', 'Magic', 'Swordplay', 'War', 'Based on a Novel']",https://cdn.anime-planet.com/manga/primary/record-of-lodoss-war-the-lady-of-pharis-1-190x281.jpg?t=1625909226
10904,Speed Grapher,"In the Tokyo of the future, a second Japanese bubble economy propels the city into a feeding frenzy of desire. It's in this seedy world that Saiga, a photojournalist and war photographer infiltrates the shadowy secret world of the Roppongi Club and Kagura, a young girl and modern goddess who's touch transforms Saiga into the Speed Grapher, a man with the supernatural ability to make anything and anyone he photographs explode. And that's just the beginning.",4.0,2005.0,"['Action', 'Drama', 'Mystery', 'Shounen', 'Supernatural', 'Based on an Anime']",https://cdn.anime-planet.com/manga/primary/speed-grapher-1-190x286.jpg?t=1625908167
10905,Nouka no Muko,"After his father faints and is sent to the hospital, Kawano suddenly quits his job in Tokyo and returns to the countryside to help out on his family's farm. Left behind is his lover Nagaura who is riddled with insecurities and worrying about their relationship. Wanting a straight answer from Kawano, Nagaura goes to the countryside for a visit. What will happen with them now that they are facing a long distance relationship?",4.0,2008.0,"['BL', 'Drama', 'Romance', 'Slice of Life', 'Yaoi', 'Adult Couples', 'Countryside', 'Mature Romance', 'Explicit Sex']",https://cdn.anime-planet.com/manga/primary/nouka-no-muko-1-190x267.jpg?t=1625914917
10906,May I Make You Mine,"A headhunter for gay porn, Mikajima is on the lookout for potential actors when a handsome man catches his eye. Nitta is a triple threat with an innocent face, muscular build, and a taste for sensual sci-fi. Luckily, they are both fans of an infamous writer whose real identity remains unknown, and Mikajima is able to build enough rapport with Nitta to invite him to his home. However, things take an unexpected turn when their favorite author appears in real life…",4.0,2017.0,"['BL', 'Yaoi', 'Adult Couples', 'Adult Industry']",https://cdn.anime-planet.com/manga/primary/may-i-make-you-mine-1-190x270.jpg?t=1625917514
10907,Little Witch's Diary,"A failed youth pill turns the pretty Pozsi, a resident witch of FairyLand, into a little girl. She is dating the handsome and kind Prince Yvrin, but how will he react when he sees his beloved Pozsi as a child? Is there a cure? This series references many popular fairy tale stories by mixing in its own little twists and showing these popular tales from a whole new perspective, the perspective of a witch!",4.0,2005.0,"['Adventure', 'Comedy', 'Fantasy', 'Manhua', 'Romance', 'Shoujo', 'Age Transformation', 'Magic', 'Witches', 'Based on a Fairy Tale']",https://cdn.anime-planet.com/manga/primary/little-witchs-diary-1-190x275.jpg?t=1625908653
10908,The Seven Deadly Sins Production,"The manga imagines what would happen if the setting of Nanatsu no Taizai was a live-action TV drama production. Meliodas is an actor who plays the role of a child genius. The manga shows the bad habits of the actors, both during filming and in their everyday lives.",4.0,2015.0,"['Comedy', 'Shoujo', 'Acting', 'Showbiz']",https://cdn.anime-planet.com/manga/primary/the-seven-deadly-sins-production-1-285x428.jpg?t=1628024950
10909,Akaneiro no Kiss wa Okujou de,Includes the following chapters:,4.0,2016.0,"['Drama', 'GL', 'Shoujo-ai', 'Collections', 'School Life']",https://cdn.anime-planet.com/manga/primary/akaneiro-no-kiss-wa-okujou-de-1-190x270.jpg?t=1625915276
10910,Aoi Spice,"Ageha-chan meets popular idol singer Ren in the park where she works. But Ren, overdoing his look-how-evil-I-am mood, manages to handcuff her to him.And then his dog eats the key.Now the two of them have to live together until either they find a way to cut the handcuff's chain, or the dog...em...expulses the key. As hours pass, they become attracted to each other. Alas, everything has an end and they manage to get rid of the handcuffs...was that what they really wanted, after all?",4.0,1997.0,"['Comedy', 'Romance', 'Shoujo', 'Collections']",https://cdn.anime-planet.com/manga/primary/aoi-spice-1-190x300.jpg?t=1625908573
10911,Fu-fu,Sumi and Kinana have just moved in together. This is the refreshing and hilarious story of their (romantic) everyday life.,4.0,2009.0,"['Comedy', 'GL', 'Romance', 'Shoujo-ai', 'Slice of Life', 'Adult Couples', 'Cohabitation', 'Iyashikei', 'Mature Romance']",https://cdn.anime-planet.com/manga/primary/fu-fu-1-190x276.jpg?t=1625910096
10912,Naruto: Sasuke’s Story - Star Pupil (Light Novel),"When Sasuke is given the task of training Team Seven, Boruto is delighted, but he has trouble accepting his master’s teachings. And then pop star Himeno Lily jumps in with a mission for them. What does it mean to be master and student? And what does this mean for the future of the ninjas?",4.0,2018.0,"['Fantasy', 'Light Novels', 'Ninja', 'Based on a Manga']",https://cdn.anime-planet.com/manga/primary/naruto-sasukes-story-star-pupil-light-novel-1-190x286.jpg?t=1625923426
10913,Modokidomo,A guy decides to pretend to be a delinquent to get people to leave him alone. A girl who was a delinquent decides to act like an honor student because her parents asked her to. This is their story.,4.0,2016.0,"['4-koma', 'Comedy', 'Shounen', 'Delinquents', 'School Life']",https://cdn.anime-planet.com/manga/primary/modokidomo-1-190x270.jpg?t=1625916267
10914,Classic BL Theater,"Ever wondered what popular folktales would be like if more men were involved?! The answer is: perfectly queer! Classic folktales from around the world take on a whole new hunky spin when boy loves boy. From Korean fables like ""The Tale of Chunhyang"" to more well-known fairy tales like ""Snow White,"" you'll never read the originals the same way again. ",4.0,2018.0,"['BL', 'Comedy', 'Manhwa', 'Webtoons', 'Yaoi', 'Full Color', 'Explicit Sex', 'Mature Themes', 'Physical Abuse', 'Sexual Abuse', 'Based on a Fairy Tale']",https://cdn.anime-planet.com/manga/primary/classic-bl-theater-1-190x260.jpg?t=1625923334
10915,Egoism Heat,"Shoma Otsuki's an omega and an office worker of marrying age. He's set up in an arranged marriage with a skilled alpha female and just goes along with the flow in a relationship with her. However, Shoma can't bring himself to take the big step, and when he gets drunk one night, he bumps into a mysterious alpha male named Kanata Tachibana and asks him to pretend to be his lover so that he can call the arranged marriage off. But, when they unexpectedly fall for each other's scent, they sleep together and Shoma finds that his life is now tied to Kanata's. This surprising relationship between the two changes them in various ways... This is an omegaverse yaoi story full of love and hatred brought to you by newcomer Itsu Takumi.",4.0,2019.0,"['BL', 'Drama', 'Romance', 'Yaoi', 'Adult Couples', 'Age Gap', 'Cohabitation', 'Fake Romance', 'Mature Romance', 'Omegaverse', 'Salaryman', 'Explicit Sex', 'Mature Themes', 'Physical Abuse', 'Sexual Abuse']",https://cdn.anime-planet.com/manga/primary/egoism-heat-1-190x271.jpg?t=1625922136
10916,Hakase to Slime-chan,Living with strange creatures has its ups and downs.,4.0,2015.0,"['Fantasy', 'Slice of Life', 'Webtoons', 'Full Color', 'Monsters', 'Non-Human Protagonists', 'Slimes']",https://cdn.anime-planet.com/manga/primary/hakase-to-slime-chan-1-190x264.jpg?t=1625916923
10917,Musume ja Nakute Mama ga Suki nano!?,"When Ayako’s sister died, leaving her young daughter all alone, Ayako stepped up and took the child into her life. Now that her niece/adopted daughter is a teenager, a 30-something Ayako can sense first love in the air. Ayako teases her daughter about Takumi, their handsome and college-aged neighbor, who’s been tutoring her since she was young–could they be a blossoming couple, since he’s always beaming when he comes to their house? To Ayako’s surprise, Takumi isn’t interested in daughter dearest: he’s long had a crush on Ayako herself! In this age gap romantic comedy, one young man is ready to bring a little sugar to the sexy mom next door.",4.0,2020.0,"['Comedy', 'Romance', 'Slice of Life', 'Adult Couples', 'Age Gap', 'Mature Romance', 'Neighbors', 'Based on a Light Novel']",https://cdn.anime-planet.com/manga/primary/musume-ja-nakute-mama-ga-suki-nano-1-285x405.webp?t=1650406211
10918,Master Baek's Case Notes,"Yeongwoo, who suffered for a long time because of his peculiar abilities, and Suhan, who drove himself to the brink for revenge. The two emerged victorious from all their trials and hardships, a long and rough road where they were sometimes at odds, and have finally found a quiet life. While the newlyweds enjoy their sweet and lovey-dovey household, strewn with the blossoms of laughter, a few minor events disturb the peaceful flow of their days.",4.0,2019.0,"['BL', 'Drama', 'Fantasy', 'Manhwa', 'Webtoons', 'Yaoi', 'Full Color']",https://cdn.anime-planet.com/manga/primary/master-baeks-case-notes-1-190x271.jpg?t=1625922839
10919,A Young Master,"In order to keep his underlings afloat, Kyle enters the Roche Household as a servant. He meets the strange and beautiful young master, Adrian. As Kyle takes care of the abandoned and wayward Adrian, they grow closer through mind and body.. Their relationship grows deeper and whenever Adrian sees Kyle his appetite?! Suddenly Kyle's days of rearing(?) became days dedicated to be Adrian's restaurant.",4.0,2021.0,"['BL', 'Manhwa', 'Webtoons', 'Yaoi', 'Full Color']",https://cdn.anime-planet.com/manga/primary/a-young-master-1-190x266.jpg?t=1625931752
10920,Milk Crown H!,"It is the story of Tachibana Oto, a ditzy girl who works at the Class Z dormitory as a maid to earn her school tuition. On her way to the dorm, she bumps into a gang of fighting people. When she interferes to break up the fighting, she was pushed around. A mysterious stranger, with GOD tattooed on his arm and a partly-dyed fringe, timely comes to her rescue. He turns out to be Goryukanda Jin, dormitory head of Class Z, the people considered elite to others because of the various talents they hold.",4.0,2000.0,"['Comedy', 'Romance', 'Shoujo']",https://cdn.anime-planet.com/manga/primary/milk-crown-h-1-190x295.jpg?t=1625908759
10921,"Hatsukoi, Tokimeki Usuihon","Cheerleaders Hime and Itoha have recently become lovers. However, they are both sheltered girls who don't know the first thing about love. In a misguided attempt to be a better lover to Iroha, Hime takes the advice of her friend and uses... erotic doujin as a guide?! A yuri love comedy about two girls experiencing love using ero doujins!",4.0,2018.0,"['Comedy', 'Ecchi', 'GL', 'Romance', 'Seinen', 'Yuri', 'All-Girls School', 'School Life', 'Sexual Content']",https://cdn.anime-planet.com/manga/primary/hatsukoi-tokimeki-usuihon-1-285x403.webp?t=1641350110
10922,1cm Inexperienced Us,This entry currently doesn't have a synopsis. Check back soon!,4.0,2018.0,"['BL', 'Manhwa', 'Romance', 'Shounen-ai', 'Webtoons', 'Full Color', 'School Life']",https://cdn.anime-planet.com/manga/primary/1cm-inexperienced-us-1-190x266.jpg?t=1625929893
10923,"Wash Me, Hug Me!","A heart-racing, refreshing laundromat love between Mikage, a cram school student aiming for an Arts college and Toudou, a student attending a feeder high school.",4.0,2020.0,"['One Shot', 'Romance', 'Shoujo', 'Slice of Life', 'Nudity', 'Sexual Content']",https://cdn.anime-planet.com/manga/primary/wash-me-hug-me-1-190x266.jpg?t=1625928650
10924,Tensei Nanajo de Hajimeru Isekai Life: Bannou Maryoku ga Areba Kizoku Shakai mo Yoyuu de Ikirareru to Kiita no desu ga?!,"Myria Kanami's high school life was disastrous. Having an awful father, no friends, and spending her days working part-time summed up her daily routine... But one day, she gets into an accident that takes her life! However, she opens her eyes again, this time, in another world! She has been reincarnated into the body of 8 year-old Myria, the seventh daughter of a poor noble family residing in the countryside. As the thought of finally being released from the arduous high school life crossed her mind, she then dug into her new body's memories --- but, the situation was just as bad as in her old life!",4.0,2021.0,"['Fantasy', 'Romance', 'Shounen', 'Isekai', 'Nobility', 'Person in a Strange World', 'Reincarnation', 'Based on a Light Novel']",https://cdn.anime-planet.com/manga/primary/tensei-nanajo-de-hajimeru-isekai-life-bannou-maryoku-ga-areba-kizoku-shakai-mo-yoyuu-de-ikirareru-to-kiita-no-desu-ga-1-285x405.jpg?t=1638131923
10925,"Sayonara, Otoko no Ko","One day, 25-year-old Hajima Kanade wakes up to find himself in a child's body. While his live-in lover Kawata Yuuki freaks out, Kanade tries to take it as calmly as possible. Before they are able to figure out what to do, Yuuki's younger brother knocks on their door. Will Kanade be able to keep his cool?",4.0,2016.0,"['BL', 'Slice of Life', 'Yaoi', 'Age Transformation', 'Supernatural']",https://cdn.anime-planet.com/manga/primary/sayonara-otoko-no-ko-1-190x270.jpg?t=1625914877
10926,How Did I Fall in Love With You!?,"Swim team star Masaru Shiraoka and student council member Haruto Onuki get along like oil and water, but an unexpected encounter in the locker room results in the two of them seeing each other in a very different light... Just where is the path of these former enemies gonna lead...!? ",4.0,2013.0,"['BL', 'Yaoi', 'School Life']",https://cdn.anime-planet.com/manga/primary/how-did-i-fall-in-love-with-you-1-190x266.jpg?t=1625922472
10927,I Refuse to Be Your Enemy! (Light Novel),"From an early age, Kiara has been plagued with dreams of another world—dreams in which a girl she doesn't recognize plays a strategy RPG called “Farzia: Kingdom at War.” Farzia is, in fact, the same kingdom where Kiara currently lives. Oh, and one other thing: there's an enemy character who's also named Kiara, though her name is Kiara Credias. Naturally, as with any other RPG villain, this enemy is slayed by the heroes. So when her adoptive father, Count Patriciél, orders her to marry Viscount Credias, Kiara comes to a horrifying realization: perhaps those “dreams” were visions of things to come! She hatches a plan to get the hell out of dodge and create a new future for herself—one where she STAYS ALIVE, thank you very much!",4.0,2015.0,"['Drama', 'Fantasy', 'Light Novels', 'Romance', 'Isekai', 'Person in a Strange World', 'Reincarnation']",https://cdn.anime-planet.com/manga/primary/i-refuse-to-be-your-enemy-light-novel-1-190x281.jpg?t=1625923826
10928,Tsukaretemasen Tsukaretemasu!,"High school instructor Koushi confiscated a book about magic and accidentally summoned the tiny incubus, Marin!!! Despite being an incubus, he said that he would only have sex with someone he loves, as his small body was on the verge of disappearing?! 'I definitely won’t be affected by this kind of hallucination!' ...He said. Yet one day, he was moved by Marin’s admirable form, and just as they kissed, Marin transformed into an attractive man?!",4.0,2016.0,"['BL', 'Yaoi', 'Demons', 'Incubus', 'Supernatural', 'Explicit Sex']",https://cdn.anime-planet.com/manga/primary/tsukaretemasen-tsukaretemasu-1-190x270.jpg?t=1625924726
10929,Warai Hitsuji to Naki Ookami,"Kaoru, a passionate man who sleeps with anyone (man, of course) and seme par excellence, bumps into Shibuya at a bar, a man (hetero) just his type, who is venting the pain on the anniversary of his wife’s death, seeing in him the opportunity to “sleep with a man of his kind, the easy way”. What will happen, when by, coincidence, Kaoru was also the name of the deceased wife and Shibuya being completely drunk, he pushes him down on the bed and makes love to him, as if he were his dead wife?",4.0,2016.0,"['BL', 'Yaoi']",https://cdn.anime-planet.com/manga/primary/warai-hitsuji-to-naki-ookami-1-190x272.jpg?t=1625927567
10930,FLOWAR,"“Wake up.” These are the words Sora Han hears right before her heart stops and then begins to beat again. The first and only person in the world to successfully have a plant heart transplant, Sora has felt an inexplicable pull to go to outer space ever since her operation. At 25 years old, she finally gets the chance. But why does everything on the planet she travels to seem familiar? Sora learns more about herself on this journey than she could have ever imagined.",4.0,2019.0,"['Action', 'Adventure', 'Drama', 'Manhwa', 'Sci Fi', 'Webtoons', 'Full Color']",https://cdn.anime-planet.com/manga/primary/flowar-1-190x266.jpg?t=1625930297
10931,"My Giant ""Kitten"" Man","Yun Caiwei had the misfortune to transmigrate back in time to be a cowardly young lady who was frequently bullied. What's worse, the hero in her story was not even a human, but a tiger! Her stepmother and stepsister tried to set her up every single day. But she's not a push-over. She would make them pay! One small bliss in her life is that the ferocious yet adorable tiger transformed into a cute guy and treated her like...",4.0,2019.0,"['Drama', 'Manhua', 'Romance', 'Webtoons', 'Full Color', 'Person in a Strange World', 'Supernatural', 'Time Travel']",https://cdn.anime-planet.com/manga/primary/my-giant-kitten-man-1-190x266.jpg?t=1625931542
10932,Wise Man’s Grandchild SS,This entry currently doesn't have a synopsis. Check back soon!,4.0,2020.0,"['Action', 'Comedy', 'Fantasy', 'Seinen']",https://cdn.anime-planet.com/manga/primary/wise-mans-grandchild-ss-1-285x406.jpg?t=1633810820
10933,Buster Keel!,"Three years ago, Siva, an adventurer specializing in using monsters fought a mighty Dragon Ape and managed to seal him in human form. In the present, Keel is travelling from place to place searching for Siva to force him to remove the seal keeping him trapped in his current state. Hoping to find some clues he approaches Ravi, another monster user, but when she informs him that Siva has been missing for the last two years, it seems that Keel’s search may not be as easy as he had hoped. After discovering that with Ravi’s magic, Keel is able to temporarily unlock his power and transform his right arm back to its natural state, they decide to form a party. Now, Keel, Ravi, her pig-devil companion Mippy and their new acquaintance, the magic warrior, Blue, are setting off on an adventure to find Siva and beat whatever monsters cross their path along the way.",4.0,2008.0,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Shounen', 'Monsters']",https://cdn.anime-planet.com/manga/primary/buster-keel-1-190x283.jpg?t=1625908307
10934,In the Cage,"Haru Mochizuki was ostracized as a child for being an omega, but he was ""rescued"" by Renji and Eiji Ichijou, two alpha brothers who vow to take him away and protect him. Renji is certain that he and Haru are a fated pair and promises to take him as a mate when they become adults, but years later Renji has disappeared and Haru, believing himself abandoned, has started dating Eiji instead. Eiji is engaged to be married, however, and Haru always seems to come in second place. After being stood up by Eiji in favor of his fiance for the umpteenth time, Haru is shocked when Renji suddenly reappears in his life and tells Eiji that he is no longer needed - he will be taking care of Haru from now on! Renji claims he has returned to finally make good on their childhood promise, but can Haru actually trust him?",4.0,2017.0,"['BL', 'Drama', 'Romance', 'Yaoi', 'Childhood Friends', 'Childhood Promise', 'Fated Lovers', 'Love Triangle', 'Omegaverse', 'Siblings', 'Explicit Sex']",https://cdn.anime-planet.com/manga/primary/in-the-cage-1-190x269.jpg?t=1625917429
10935,"Daddy, I Want a Nanny!","Zhang Xiao is fresh out of college. One day, she comes across a man and his baby daughter. When the baby calls her ""Mommy"" and clings to her, she doesn't know what to do. Mu Chen, the father, finds the situation even more baffling because his daughter has never called anyone that. He asks Zhang Xiao to become his daughter's nanny and hands her a contract. A Professional /personal relationship begins, while dark secrets from the past, while Mu CHen minds himself caught in a dilemma as her daughter grows closer to her nanny.",4.0,2018.0,"['Comedy', 'Manhua', 'Romance', 'Webtoons', 'CEOs', 'Childcare', 'Full Color']",https://cdn.anime-planet.com/manga/primary/daddy-i-want-a-nanny-1-190x257.jpg?t=1639017820
10936,Pet on Duty,"Mizuki just lost his job. Without money or a place to live, he has no choice but to stay with his older brother in his company dorm room. Since non-employees aren't allowed in the dorms, Mizuki must live there in secret like a house cat. At first he’s intimidated by his older brother’s roommate Toru, but seeing a softer side of Toru changes his opinion. Toru treats Mizuki well, but Mizuki wants to become more than a pet companion.",4.0,2006.0,"['BL', 'Comedy', 'Romance', 'Slice of Life', 'Yaoi', 'Cohabitation', 'Roommates']",https://cdn.anime-planet.com/manga/primary/pet-on-duty-1-190x283.jpg?t=1625909017
10937,Seol Hui,"An old man dies, leaving a large percent of his vast fortune to mysterious girl, Alisa, who has supposedly been abandoned on an island for her entire life. The old man's death becomes Alisa's ticket back into civilization. But as she meets the old man's scheming relatives they begin to wonder if she is much more than a naive country bumpkin. What are her true goals? And who is she really....",4.0,2008.0,"['Drama', 'Manhwa', 'Romance', 'Webtoons', 'Supernatural']",https://cdn.anime-planet.com/manga/primary/seol-hui-1-190x270.jpg?t=1625908677
10938,Saikyou Juzoku Tensei: Cheat Majutsushi no Slow Life (Light Novel),"I, who should have died after being hit by a car, was born again in another world. However, I was born in a shady minor family that used magic and controlled wooden puppets called the Marren Clan. Possessing a strong interest in magic since my previous life, I spend my time zealously studying magic to the point where even the people in the vicinity draw back. One day, I heard I was to be married to my little sister when I turned 16 in accordance with the traditions of the Marren Clan and decided to flee to the city. For now, since I have the strongest magic, I guess I should idle around making only enough money so that I don’t have to work for my whole life.",4.0,2016.0,"['Adventure', 'Comedy', 'Fantasy', 'Light Novels', 'Romance', 'Isekai', 'Person in a Strange World', 'Reincarnation', 'Slow Life', 'Based on a Web Novel']",https://cdn.anime-planet.com/manga/primary/saikyou-juzoku-tensei-cheat-majutsushi-no-slow-life-light-novel-1-190x270.jpg?t=1625918435
